Method	Category	Dataset	Size	CompSize	NC
DELIMINATE	P	out464	154984	38584	0.99581
DELIMINATE	P	out1204	142775	35544	0.9958
DELIMINATE	P	out1371	155179	38632	0.9958
DELIMINATE	P	out2052	131721	32792	0.9958
DELIMINATE	P	out1299	142777	35544	0.99579
DELIMINATE	V	out342	159809	39784	0.99578
DELIMINATE	P	out949	136544	33992	0.99578
DELIMINATE	P	out1430	143422	35704	0.99577
DELIMINATE	P	out527	142843	35560	0.99577
DELIMINATE	V	out5551	147729	36776	0.99576
DELIMINATE	V	out1912	197542	49176	0.99575
DELIMINATE	V	out4202	127806	31816	0.99575
DELIMINATE	F	out144	296332	73768	0.99574
DELIMINATE	P	out2244	163223	40632	0.99574
DELIMINATE	P	out1481	154868	38552	0.99573
DELIMINATE	P	out1646	142978	35592	0.99573
DELIMINATE	P	out505	143170	35640	0.99573
DELIMINATE	P	out2223	165801	41272	0.99569
DELIMINATE	P	out506	142790	35544	0.99569
DELIMINATE	P	out1756	154940	38568	0.99568
DELIMINATE	P	out368	143499	35720	0.99568
DELIMINATE	P	out1378	160663	39992	0.99567
DELIMINATE	P	out2099	162014	40328	0.99566
DELIMINATE	P	out2179	162273	40392	0.99565
DELIMINATE	P	out471	155010	38584	0.99565
DELIMINATE	P	out66	155074	38600	0.99565
DELIMINATE	P	out1751	168125	41848	0.99564
DELIMINATE	P	out570	137142	34136	0.99563
DELIMINATE	P	out577	135794	33800	0.99562
DELIMINATE	P	out90	159840	39784	0.99559
DELIMINATE	P	out2034	135225	33656	0.99555
DELIMINATE	V	out365	171225	42616	0.99555
DELIMINATE	P	out1513	138183	34392	0.99554
DELIMINATE	V	out1141	174058	43320	0.99553
DELIMINATE	P	out1429	143456	35704	0.99553
DELIMINATE	V	out1190	164865	41032	0.99552
DELIMINATE	P	out1512	138895	34568	0.99551
DELIMINATE	P	out1856	153232	38136	0.99551
DELIMINATE	V	out1672	184992	46040	0.9955
DELIMINATE	V	out1066	53067	13207	0.99549
DELIMINATE	P	out1352	162299	40392	0.99549
DELIMINATE	P	out522	141020	35096	0.99549
DELIMINATE	P	out925	168793	42008	0.99549
DELIMINATE	P	out996	166479	41432	0.99548
DELIMINATE	P	out2039	161983	40312	0.99546
DELIMINATE	P	out2264	162239	40376	0.99546
DELIMINATE	V	out4252	167963	41800	0.99545
DELIMINATE	P	out1294	137362	34184	0.99544
DELIMINATE	P	out1793	162437	40424	0.99543
DELIMINATE	P	out1414	143282	35656	0.9954
DELIMINATE	P	out2215	156079	38840	0.99539
DELIMINATE	P	out1345	162446	40424	0.99538
DELIMINATE	P	out1460	162383	40408	0.99537
DELIMINATE	P	out1205	142710	35512	0.99536
DELIMINATE	P	out814	122650	30520	0.99535
DELIMINATE	P	out1346	162391	40408	0.99532
DELIMINATE	V	out1120	140917	35064	0.9953
DELIMINATE	P	out178	162472	40424	0.99522
DELIMINATE	V	out3042	155013	38568	0.99521
DELIMINATE	P	out638	152959	38056	0.99519
DELIMINATE	B	out2886	133991	33336	0.99517
DELIMINATE	P	out569	161773	40248	0.99517
DELIMINATE	P	out1065	305189	75928	0.99516
DELIMINATE	P	out1810	124345	30936	0.99516
DELIMINATE	V	out4242	186791	46472	0.99516
DELIMINATE	V	out3975	252133	62728	0.99515
DELIMINATE	P	out1384	136439	33944	0.99514
DELIMINATE	P	out143	160042	39816	0.99513
DELIMINATE	P	out1456	155090	38584	0.99513
DELIMINATE	P	out1349	161780	40248	0.99512
DELIMINATE	P	out1251	132844	33048	0.99509
DELIMINATE	P	out1348	160500	39928	0.99509
DELIMINATE	F	out110	55470	13799	0.99506
DELIMINATE	P	out695	156967	39048	0.99506
DELIMINATE	P	out657	153174	38104	0.99505
DELIMINATE	V	out5078	133623	33240	0.99503
DELIMINATE	P	out894	158450	39416	0.99503
DELIMINATE	P	out1350	162376	40392	0.99502
DELIMINATE	P	out2173	156074	38824	0.99501
DELIMINATE	V	out899	135883	33800	0.99497
DELIMINATE	V	out1183	226130	56248	0.99496
DELIMINATE	P	out1314	151965	37800	0.99496
DELIMINATE	P	out1317	152479	37928	0.99496
DELIMINATE	P	out529	142702	35496	0.99496
DELIMINATE	V	out1121	139939	34808	0.99494
DELIMINATE	V	out1674	199183	49544	0.99494
DELIMINATE	P	out1767	156342	38888	0.99494
DELIMINATE	P	out2004	154349	38392	0.99494
DELIMINATE	V	out4919	180469	44888	0.99491
DELIMINATE	P	out2121	119360	29688	0.9949
DELIMINATE	P	out1010	151526	37688	0.99489
DELIMINATE	P	out2277	162402	40392	0.99486
DELIMINATE	P	out303	162467	40408	0.99486
DELIMINATE	V	out4035	288879	71848	0.99485
DELIMINATE	P	out192	154814	38504	0.99484
DELIMINATE	P	out514	142977	35560	0.99484
DELIMINATE	P	out62	160346	39880	0.99484
DELIMINATE	P	out1744	165947	41272	0.99482
DELIMINATE	P	out1293	137449	34184	0.99481
DELIMINATE	P	out325	154947	38536	0.99481
DELIMINATE	P	out1016	164856	41000	0.9948
DELIMINATE	V	out4414	179268	44584	0.9948
DELIMINATE	P	out1351	162350	40376	0.99478
DELIMINATE	V	out4266	173095	43048	0.99478
DELIMINATE	P	out642	153923	38280	0.99478
DELIMINATE	V	out1457	161398	40136	0.9947
DELIMINATE	P	out2130	147440	36664	0.99468
DELIMINATE	V	out5517	181348	45096	0.99468
DELIMINATE	P	out1775	156259	38856	0.99465
DELIMINATE	P	out696	154523	38424	0.99464
DELIMINATE	P	out1322	151953	37784	0.99462
DELIMINATE	P	out1930	152660	37960	0.99462
DELIMINATE	P	out194	153564	38184	0.9946
DELIMINATE	P	out593	154272	38360	0.9946
DELIMINATE	P	out1229	162383	40376	0.99458
DELIMINATE	P	out1733	157364	39128	0.99458
DELIMINATE	P	out795	160131	39816	0.99458
DELIMINATE	P	out918	161741	40216	0.99457
DELIMINATE	F	out177	559682	139160	0.99456
DELIMINATE	P	out621	154085	38312	0.99456
DELIMINATE	V	out4260	228542	56824	0.99454
DELIMINATE	P	out669	153643	38200	0.99451
DELIMINATE	P	out935	146113	36328	0.99451
DELIMINATE	P	out2049	153262	38104	0.99448
DELIMINATE	P	out20	157767	39224	0.99447
DELIMINATE	B	out2838	152684	37960	0.99447
DELIMINATE	P	out637	153461	38152	0.99444
DELIMINATE	P	out1438	156358	38872	0.99443
DELIMINATE	P	out2227	160091	39800	0.99443
DELIMINATE	V	out4179	177792	44200	0.99442
DELIMINATE	P	out648	153658	38200	0.99441
DELIMINATE	P	out1759	157200	39080	0.9944
DELIMINATE	P	out1748	154691	38456	0.99439
DELIMINATE	F	out176	543303	135064	0.99439
DELIMINATE	P	out1347	162416	40376	0.99438
DELIMINATE	P	out929	154950	38520	0.99438
DELIMINATE	P	out196	149547	37176	0.99436
DELIMINATE	P	out612	154441	38392	0.99434
DELIMINATE	P	out1080	158049	39288	0.99432
DELIMINATE	P	out1292	140542	34936	0.99432
DELIMINATE	P	out248	166482	41384	0.99431
DELIMINATE	P	out611	154065	38296	0.99428
DELIMINATE	P	out375	150011	37288	0.99427
DELIMINATE	P	out1311	158252	39336	0.99426
DELIMINATE	P	out1203	152718	37960	0.99425
DELIMINATE	P	out2257	158899	39496	0.99424
DELIMINATE	P	out631	153814	38232	0.99423
DELIMINATE	P	out674	153944	38264	0.99423
DELIMINATE	P	out1017	158001	39272	0.99422
DELIMINATE	P	out1806	152464	37896	0.99422
DELIMINATE	P	out670	154331	38360	0.99422
DELIMINATE	P	out1011	158002	39272	0.99421
DELIMINATE	V	out2719	135793	33752	0.99421
DELIMINATE	P	out1446	154144	38312	0.99418
DELIMINATE	P	out665	154273	38344	0.99418
DELIMINATE	P	out188	157815	39224	0.99417
DELIMINATE	P	out690	149061	37048	0.99417
DELIMINATE	P	out915	162194	40312	0.99416
DELIMINATE	P	out997	161165	40056	0.99416
DELIMINATE	V	out4694	292235	72632	0.99415
DELIMINATE	P	out1014	158146	39304	0.99411
DELIMINATE	V	out1380	162718	40440	0.99411
DELIMINATE	P	out671	153898	38248	0.99411
DELIMINATE	P	out792	150807	37480	0.99411
DELIMINATE	P	out197	153256	38088	0.9941
DELIMINATE	P	out1779	157314	39096	0.99408
DELIMINATE	P	out656	154160	38312	0.99408
DELIMINATE	P	out645	154032	38280	0.99407
DELIMINATE	V	out1441	161825	40216	0.99406
DELIMINATE	P	out2177	158610	39416	0.99403
DELIMINATE	P	out1726	160994	40008	0.99402
DELIMINATE	P	out843	149211	37080	0.99402
DELIMINATE	P	out926	135693	33720	0.994
DELIMINATE	P	out1493	155654	38680	0.99399
DELIMINATE	V	out3258	175807	43688	0.99399
DELIMINATE	P	out610	154498	38392	0.99398
DELIMINATE	P	out623	154177	38312	0.99397
DELIMINATE	P	out267	156690	38936	0.99396
DELIMINATE	V	out3106	178004	44232	0.99395
DELIMINATE	V	out3452	136216	33848	0.99395
DELIMINATE	P	out649	154438	38376	0.99395
DELIMINATE	P	out2038	164870	40968	0.99394
DELIMINATE	P	out1279	159527	39640	0.99393
DELIMINATE	V	out2698	141048	35048	0.99393
DELIMINATE	P	out1012	158180	39304	0.9939
DELIMINATE	P	out185	161013	40008	0.9939
DELIMINATE	P	out1516	151809	37720	0.99388
DELIMINATE	P	out1894	135710	33720	0.99388
DELIMINATE	P	out1500	149427	37128	0.99387
DELIMINATE	P	out1271	128114	31832	0.99386
DELIMINATE	P	out1409	154645	38424	0.99386
DELIMINATE	P	out1937	158639	39416	0.99385
DELIMINATE	P	out1070	155684	38680	0.9938
DELIMINATE	P	out1277	159485	39624	0.99379
DELIMINATE	P	out634	154142	38296	0.99378
DELIMINATE	P	out1006	154080	38280	0.99376
DELIMINATE	P	out639	154535	38392	0.99374
DELIMINATE	V	out1869	172830	42936	0.99371
DELIMINATE	P	out940	149258	37080	0.99371
DELIMINATE	P	out239	166391	41336	0.9937
DELIMINATE	V	out4962	151836	37720	0.9937
DELIMINATE	P	out63	162141	40280	0.9937
DELIMINATE	P	out1789	155702	38680	0.99369
DELIMINATE	P	out620	153965	38248	0.99368
DELIMINATE	P	out1563	151711	37688	0.99367
DELIMINATE	P	out1372	162985	40488	0.99366
DELIMINATE	V	out5108	152423	37864	0.99365
DELIMINATE	P	out609	154294	38328	0.99363
DELIMINATE	P	out664	154551	38392	0.99363
DELIMINATE	P	out1785	157194	39048	0.99362
DELIMINATE	P	out659	154553	38392	0.99362
DELIMINATE	P	out1341	154818	38456	0.99357
DELIMINATE	P	out1735	158684	39416	0.99357
DELIMINATE	P	out2063	402682	100024	0.99357
DELIMINATE	P	out616	154626	38408	0.99357
DELIMINATE	P	out624	154239	38312	0.99357
DELIMINATE	P	out1391	149091	37032	0.99354
DELIMINATE	P	out676	154502	38376	0.99354
DELIMINATE	P	out1029	160752	39928	0.99353
DELIMINATE	P	out189	157917	39224	0.99353
DELIMINATE	P	out646	154376	38344	0.99352
DELIMINATE	P	out672	154440	38360	0.99352
DELIMINATE	P	out1108	305309	75832	0.99351
DELIMINATE	P	out1939	158759	39432	0.9935
DELIMINATE	P	out606	154316	38328	0.99349
DELIMINATE	P	out870	164816	40936	0.99349
DELIMINATE	P	out1238	158762	39432	0.99348
DELIMINATE	P	out1598	150968	37496	0.99348
DELIMINATE	V	out5251	114892	28536	0.99348
DELIMINATE	P	out376	150778	37448	0.99346
DELIMINATE	P	out1202	150972	37496	0.99345
DELIMINATE	P	out686	155353	38584	0.99345
DELIMINATE	P	out1595	158382	39336	0.99344
DELIMINATE	P	out1280	159351	39576	0.99342
DELIMINATE	P	out622	154585	38392	0.99342
DELIMINATE	P	out865	165215	41032	0.99342
DELIMINATE	V	out4251	172432	42824	0.99341
DELIMINATE	P	out882	156647	38904	0.99341
DELIMINATE	P	out2251	162962	40472	0.9934
DELIMINATE	V	out1891	166703	41400	0.99338
DELIMINATE	V	out4183	176624	43864	0.99338
DELIMINATE	P	out655	154464	38360	0.99337
DELIMINATE	P	out1013	159361	39576	0.99336
DELIMINATE	V	out4789	54147	13447	0.99336
DELIMINATE	V	out3662	110011	27320	0.99335
DELIMINATE	P	out661	154466	38360	0.99335
DELIMINATE	P	out597	154597	38392	0.99334
DELIMINATE	P	out673	154725	38424	0.99334
DELIMINATE	P	out1041	155179	38536	0.99333
DELIMINATE	F	out86	68134	16920	0.99333
DELIMINATE	P	out1393	149254	37064	0.99331
DELIMINATE	P	out407	165813	41176	0.99331
DELIMINATE	P	out641	154345	38328	0.9933
DELIMINATE	P	out675	154410	38344	0.9933
DELIMINATE	V	out3302	69232	17192	0.99329
DELIMINATE	P	out617	154411	38344	0.99329
DELIMINATE	P	out600	154735	38424	0.99328
DELIMINATE	P	out1377	160600	39880	0.99327
DELIMINATE	P	out1879	152160	37784	0.99327
DELIMINATE	P	out341	160794	39928	0.99327
DELIMINATE	P	out592	154547	38376	0.99325
DELIMINATE	P	out608	154162	38280	0.99324
DELIMINATE	P	out409	166664	41384	0.99323
DELIMINATE	P	out679	162347	40312	0.99323
DELIMINATE	P	out1506	160480	39848	0.99322
DELIMINATE	P	out1996	157257	39048	0.99322
DELIMINATE	P	out2203	161962	40216	0.99322
DELIMINATE	P	out1501	127940	31768	0.99321
DELIMINATE	P	out1212	156552	38872	0.9932
DELIMINATE	P	out2001	159001	39480	0.9932
DELIMINATE	P	out1281	161451	40088	0.99319
DELIMINATE	P	out916	162484	40344	0.99318
DELIMINATE	P	out993	156749	38920	0.99318
DELIMINATE	P	out1433	158296	39304	0.99317
DELIMINATE	P	out633	154495	38360	0.99317
DELIMINATE	P	out41	157913	39208	0.99315
DELIMINATE	V	out1149	209725	52072	0.99314
DELIMINATE	P	out1596	149991	37240	0.99312
DELIMINATE	P	out1933	158627	39384	0.99312
DELIMINATE	V	out2871	169775	42152	0.99312
DELIMINATE	P	out614	154245	38296	0.99312
DELIMINATE	P	out2141	257097	63832	0.99311
DELIMINATE	P	out615	154827	38440	0.9931
DELIMINATE	P	out911	158694	39400	0.9931
DELIMINATE	P	out1392	149094	37016	0.99309
DELIMINATE	P	out598	154637	38392	0.99308
DELIMINATE	P	out426	166303	41288	0.99307
DELIMINATE	P	out2243	157412	39080	0.99306
DELIMINATE	V	out5185	236619	58744	0.99305
DELIMINATE	P	out907	159604	39624	0.99305
DELIMINATE	P	out1067	154579	38376	0.99304
DELIMINATE	P	out2106	152904	37960	0.99304
DELIMINATE	P	out607	154515	38360	0.99304
DELIMINATE	P	out654	154257	38296	0.99304
DELIMINATE	P	out684	162442	40328	0.99304
DELIMINATE	P	out693	162248	40280	0.99304
DELIMINATE	P	out1597	152002	37736	0.99303
DELIMINATE	P	out2006	123323	30616	0.99303
DELIMINATE	V	out3664	173722	43128	0.99303
DELIMINATE	P	out1021	153680	38152	0.99302
DELIMINATE	P	out632	154519	38360	0.99301
DELIMINATE	P	out393	119331	29624	0.993
DELIMINATE	P	out1109	357159	88664	0.99299
DELIMINATE	P	out96	155232	38536	0.99299
DELIMINATE	P	out1230	320941	79672	0.99298
DELIMINATE	P	out1007	154977	38472	0.99297
DELIMINATE	P	out425	166449	41320	0.99297
DELIMINATE	P	out583	149629	37144	0.99296
DELIMINATE	P	out1042	152401	37832	0.99295
DELIMINATE	P	out839	155173	38520	0.99295
DELIMINATE	P	out1374	164458	40824	0.99293
DELIMINATE	P	out1784	160204	39768	0.99293
DELIMINATE	P	out944	153565	38120	0.99293
DELIMINATE	P	out1278	160012	39720	0.99292
DELIMINATE	P	out1791	135261	33576	0.99292
DELIMINATE	P	out973	152728	37912	0.99292
DELIMINATE	P	out1599	151183	37528	0.99291
DELIMINATE	P	out42	158403	39320	0.99291
DELIMINATE	P	out1904	155956	38712	0.99289
DELIMINATE	P	out1375	162727	40392	0.99287
DELIMINATE	P	out1376	164211	40760	0.99286
DELIMINATE	P	out739	149647	37144	0.99284
DELIMINATE	P	out243	167312	41528	0.99282
DELIMINATE	P	out884	157708	39144	0.99282
DELIMINATE	P	out885	159643	39624	0.99281
DELIMINATE	P	out1102	161321	40040	0.9928
DELIMINATE	P	out2045	386364	95896	0.9928
DELIMINATE	P	out5	152682	37896	0.9928
DELIMINATE	P	out1081	154876	38440	0.99279
DELIMINATE	P	out1365	154747	38408	0.99279
DELIMINATE	P	out982	153586	38120	0.99279
DELIMINATE	P	out2217	158552	39352	0.99278
DELIMINATE	P	out408	165836	41160	0.99278
DELIMINATE	P	out565	158358	39304	0.99278
DELIMINATE	P	out594	154490	38344	0.99278
DELIMINATE	P	out625	155522	38600	0.99278
DELIMINATE	P	out64	162936	40440	0.99278
DELIMINATE	P	out1373	160036	39720	0.99277
DELIMINATE	P	out986	162486	40328	0.99277
DELIMINATE	V	out4742	70107	17400	0.99276
DELIMINATE	V	out3935	160620	39864	0.99275
DELIMINATE	P	out1003	155917	38696	0.99273
DELIMINATE	P	out888	158366	39304	0.99273
DELIMINATE	P	out2037	153210	38024	0.99272
DELIMINATE	P	out415	166620	41352	0.99272
DELIMINATE	P	out432	167393	41544	0.99272
DELIMINATE	P	out1436	149473	37096	0.99271
DELIMINATE	P	out1649	154824	38424	0.99271
DELIMINATE	P	out1919	153276	38040	0.99271
DELIMINATE	P	out1925	153276	38040	0.99271
DELIMINATE	P	out1297	157726	39144	0.9927
DELIMINATE	P	out1237	160242	39768	0.99269
DELIMINATE	P	out1918	153279	38040	0.99269
DELIMINATE	P	out1927	153279	38040	0.99269
DELIMINATE	V	out5470	120336	29864	0.99268
DELIMINATE	P	out266	152123	37752	0.99267
DELIMINATE	P	out602	154443	38328	0.99267
DELIMINATE	P	out1273	159473	39576	0.99266
DELIMINATE	P	out626	153026	37976	0.99266
DELIMINATE	P	out1765	153351	38056	0.99265
DELIMINATE	P	out2205	153995	38216	0.99265
DELIMINATE	P	out651	154253	38280	0.99265
DELIMINATE	P	out492	154646	38376	0.99261
DELIMINATE	P	out1712	157356	39048	0.9926
DELIMINATE	P	out399	166189	41240	0.9926
DELIMINATE	P	out919	162771	40392	0.9926
DELIMINATE	P	out1497	161871	40168	0.99259
DELIMINATE	P	out599	154521	38344	0.99259
DELIMINATE	P	out2027	153554	38104	0.99258
DELIMINATE	V	out2472	162194	40248	0.99258
DELIMINATE	P	out1696	157747	39144	0.99257
DELIMINATE	P	out1647	142789	35432	0.99256
DELIMINATE	P	out1850	159361	39544	0.99256
DELIMINATE	P	out2146	384718	95464	0.99256
DELIMINATE	P	out1484	167938	41672	0.99255
DELIMINATE	V	out1992	70961	17608	0.99254
DELIMINATE	V	out5	116742	28968	0.99254
DELIMINATE	P	out1496	154787	38408	0.99253
DELIMINATE	P	out1538	154981	38456	0.99253
DELIMINATE	P	out983	153563	38104	0.99253
DELIMINATE	P	out1924	153242	38024	0.99252
DELIMINATE	P	out1495	154791	38408	0.99251
DELIMINATE	P	out1625	159048	39464	0.9925
DELIMINATE	P	out939	154276	38280	0.9925
DELIMINATE	P	out1306	157824	39160	0.99249
DELIMINATE	P	out146	158985	39448	0.99249
DELIMINATE	P	out601	154085	38232	0.99249
DELIMINATE	P	out910	159178	39496	0.99249
DELIMINATE	P	out14	154731	38392	0.99248
DELIMINATE	V	out1009	171241	42488	0.99247
DELIMINATE	P	out1215	162471	40312	0.99247
DELIMINATE	V	out220	201098	49896	0.99247
DELIMINATE	P	out374	155444	38568	0.99246
DELIMINATE	P	out2191	162281	40264	0.99245
DELIMINATE	P	out667	154735	38392	0.99245
DELIMINATE	P	out1557	155575	38600	0.99244
DELIMINATE	P	out1854	154801	38408	0.99244
DELIMINATE	P	out1920	153254	38024	0.99244
DELIMINATE	P	out1985	163961	40680	0.99243
DELIMINATE	P	out2259	162477	40312	0.99243
DELIMINATE	P	out1434	158480	39320	0.99242
DELIMINATE	P	out628	157836	39160	0.99242
DELIMINATE	P	out879	157579	39096	0.99241
DELIMINATE	P	out945	153516	38088	0.99241
DELIMINATE	P	out1698	157775	39144	0.9924
DELIMINATE	P	out1305	157712	39128	0.99239
DELIMINATE	P	out1308	370469	91912	0.99238
DELIMINATE	V	out1366	99864	24776	0.99238
DELIMINATE	P	out816	151199	37512	0.99238
DELIMINATE	P	out1259	156295	38776	0.99237
DELIMINATE	V	out4241	196862	48840	0.99237
DELIMINATE	P	out668	154555	38344	0.99237
DELIMINATE	V	out1083	175258	43480	0.99236
DELIMINATE	P	out595	154558	38344	0.99235
DELIMINATE	P	out613	154558	38344	0.99235
DELIMINATE	P	out395	138823	34440	0.99234
DELIMINATE	P	out677	155140	38488	0.99234
DELIMINATE	P	out40	159527	39576	0.99233
DELIMINATE	P	out413	166300	41256	0.99232
DELIMINATE	P	out571	155465	38568	0.99232
DELIMINATE	P	out1558	159079	39464	0.99231
DELIMINATE	P	out650	153983	38200	0.99231
DELIMINATE	P	out666	154564	38344	0.99231
DELIMINATE	P	out2071	148373	36808	0.9923
DELIMINATE	V	out3221	68979	17112	0.9923
DELIMINATE	P	out953	154178	38248	0.9923
DELIMINATE	P	out1022	153535	38088	0.99229
DELIMINATE	F	out185	583472	144744	0.99229
DELIMINATE	P	out1018	153279	38024	0.99228
DELIMINATE	P	out1489	155473	38568	0.99227
DELIMINATE	P	out1926	153282	38024	0.99226
DELIMINATE	P	out2224	161344	40024	0.99226
DELIMINATE	P	out635	154701	38376	0.99226
DELIMINATE	P	out1284	163926	40664	0.99225
DELIMINATE	P	out404	166764	41368	0.99225
DELIMINATE	F	out138	59562	14775	0.99224
DELIMINATE	P	out604	153930	38184	0.99224
DELIMINATE	P	out1004	156834	38904	0.99223
DELIMINATE	P	out1938	158640	39352	0.99223
DELIMINATE	P	out734	162446	40296	0.99223
DELIMINATE	P	out817	156318	38776	0.99223
DELIMINATE	P	out956	155609	38600	0.99223
DELIMINATE	P	out1363	155610	38600	0.99222
DELIMINATE	P	out989	155352	38536	0.99222
DELIMINATE	P	out1005	156837	38904	0.99221
DELIMINATE	P	out1830	154386	38296	0.99221
DELIMINATE	P	out250	167803	41624	0.99221
DELIMINATE	P	out1787	162063	40200	0.9922
DELIMINATE	P	out744	154066	38216	0.99219
DELIMINATE	P	out2263	158197	39240	0.99218
DELIMINATE	P	out423	166453	41288	0.99218
DELIMINATE	P	out689	153165	37992	0.99218
DELIMINATE	P	out1082	154843	38408	0.99217
DELIMINATE	P	out1542	158585	39336	0.99217
DELIMINATE	P	out1909	157747	39128	0.99217
DELIMINATE	P	out1932	158714	39368	0.99217
DELIMINATE	P	out1709	157812	39144	0.99216
DELIMINATE	P	out2025	153297	38024	0.99216
DELIMINATE	P	out262	153942	38184	0.99216
DELIMINATE	P	out898	158909	39416	0.99216
DELIMINATE	P	out909	159360	39528	0.99216
DELIMINATE	P	out1921	153299	38024	0.99215
DELIMINATE	P	out149	160460	39800	0.99214
DELIMINATE	P	out1617	157687	39112	0.99214
DELIMINATE	P	out660	154333	38280	0.99214
DELIMINATE	P	out716	150011	37208	0.99214
DELIMINATE	P	out775	155881	38664	0.99214
DELIMINATE	P	out30	162011	40184	0.99213
DELIMINATE	P	out1076	155367	38536	0.99212
DELIMINATE	P	out1711	157821	39144	0.99211
DELIMINATE	V	out5226	170012	42168	0.99211
DELIMINATE	P	out765	154143	38232	0.99211
DELIMINATE	P	out768	154144	38232	0.99211
DELIMINATE	P	out2204	121503	30136	0.9921
DELIMINATE	P	out1276	158663	39352	0.99209
DELIMINATE	P	out1623	161630	40088	0.99209
DELIMINATE	A	out187	197820	49064	0.99209
DELIMINATE	P	out629	160017	39688	0.99209
DELIMINATE	P	out652	154535	38328	0.99208
DELIMINATE	P	out912	159761	39624	0.99208
DELIMINATE	V	out1043	150795	37400	0.99207
DELIMINATE	P	out1561	158665	39352	0.99207
DELIMINATE	P	out1699	157826	39144	0.99207
DELIMINATE	V	out4489	69124	17144	0.99207
DELIMINATE	P	out1331	158991	39432	0.99205
DELIMINATE	P	out1804	153637	38104	0.99205
DELIMINATE	P	out741	154347	38280	0.99205
DELIMINATE	P	out767	154089	38216	0.99205
DELIMINATE	P	out222	145123	35992	0.99204
DELIMINATE	P	out603	154541	38328	0.99204
DELIMINATE	P	out150	158349	39272	0.99203
DELIMINATE	P	out1528	157897	39160	0.99203
DELIMINATE	P	out402	166027	41176	0.99203
DELIMINATE	P	out1737	156996	38936	0.99202
DELIMINATE	V	out196	189125	46904	0.99202
DELIMINATE	P	out2150	157577	39080	0.99202
DELIMINATE	V	out732	184802	45832	0.99202
DELIMINATE	P	out771	156029	38696	0.99202
DELIMINATE	P	out1399	155708	38616	0.99201
DELIMINATE	P	out1524	160288	39752	0.99201
DELIMINATE	V	out323	176868	43864	0.99201
DELIMINATE	P	out905	159708	39608	0.99201
DELIMINATE	P	out947	159385	39528	0.99201
DELIMINATE	P	out145	159000	39432	0.992
DELIMINATE	P	out255	167967	41656	0.992
DELIMINATE	P	out1452	160679	39848	0.99199
DELIMINATE	P	out573	154291	38264	0.99199
DELIMINATE	P	out619	154291	38264	0.99199
DELIMINATE	P	out946	159581	39576	0.99199
DELIMINATE	P	out980	154484	38312	0.99199
DELIMINATE	P	out1893	153325	38024	0.99198
DELIMINATE	P	out786	154680	38360	0.99198
DELIMINATE	P	out663	154423	38296	0.99197
DELIMINATE	P	out902	158875	39400	0.99197
DELIMINATE	P	out904	159455	39544	0.99197
DELIMINATE	P	out389	155135	38472	0.99196
DELIMINATE	P	out896	160102	39704	0.99196
DELIMINATE	P	out95	155263	38504	0.99196
DELIMINATE	P	out1334	158813	39384	0.99195
DELIMINATE	P	out2170	155007	38440	0.99195
DELIMINATE	P	out29	155200	38488	0.99195
DELIMINATE	P	out618	154233	38248	0.99195
DELIMINATE	P	out782	154169	38232	0.99195
DELIMINATE	P	out1502	156042	38696	0.99193
DELIMINATE	P	out2183	165076	40936	0.99193
DELIMINATE	P	out2164	157657	39096	0.99192
DELIMINATE	P	out418	166884	41384	0.99192
DELIMINATE	P	out788	157850	39144	0.99192
DELIMINATE	P	out1211	155400	38536	0.99191
DELIMINATE	P	out1727	159013	39432	0.99191
DELIMINATE	P	out32	155659	38600	0.99191
DELIMINATE	P	out899	157916	39160	0.99191
DELIMINATE	P	out252	167919	41640	0.9919
DELIMINATE	V	out3050	151660	37608	0.9919
DELIMINATE	P	out766	154111	38216	0.9919
DELIMINATE	P	out862	165854	41128	0.9919
DELIMINATE	P	out866	166241	41224	0.9919
DELIMINATE	P	out1221	153339	38024	0.99189
DELIMINATE	P	out171	157855	39144	0.99189
DELIMINATE	V	out1306	71331	17688	0.99188
DELIMINATE	P	out1078	153987	38184	0.99187
DELIMINATE	P	out769	154116	38216	0.99187
DELIMINATE	V	out3608	236903	58744	0.99186
DELIMINATE	V	out4473	70429	17464	0.99186
DELIMINATE	P	out1697	157862	39144	0.99185
DELIMINATE	P	out596	154184	38232	0.99185
DELIMINATE	P	out1210	161025	39928	0.99184
DELIMINATE	V	out2898	121406	30104	0.99184
DELIMINATE	P	out883	159218	39480	0.99184
DELIMINATE	P	out1086	153412	38040	0.99183
DELIMINATE	P	out1269	159349	39512	0.99183
DELIMINATE	P	out1916	153929	38168	0.99183
DELIMINATE	P	out762	159155	39464	0.99183
DELIMINATE	P	out1019	153543	38072	0.99182
DELIMINATE	P	out715	154576	38328	0.99182
DELIMINATE	P	out914	162319	40248	0.99182
DELIMINATE	P	out938	159931	39656	0.99182
DELIMINATE	P	out1090	154900	38408	0.99181
DELIMINATE	P	out773	156255	38744	0.99181
DELIMINATE	P	out1257	156063	38696	0.9918
DELIMINATE	P	out581	160064	39688	0.9918
DELIMINATE	P	out1768	155484	38552	0.99179
DELIMINATE	P	out640	154388	38280	0.99178
DELIMINATE	P	out1088	153551	38072	0.99177
DELIMINATE	V	out1980	181751	45064	0.99177
DELIMINATE	P	out643	154454	38296	0.99177
DELIMINATE	P	out897	160327	39752	0.99177
DELIMINATE	P	out1209	153295	38008	0.99176
DELIMINATE	P	out1213	142131	35240	0.99176
