Method	Category	Dataset	Size	CompSize	NC
DELIMINATE	V	out3602	58992	15591	1.05716
DELIMINATE	V	out3415	50185	13255	1.05649
DELIMINATE	V	out396	52609	13895	1.05647
DELIMINATE	V	out1211	50857	13431	1.05637
DELIMINATE	V	out1888	57645	15223	1.05632
DELIMINATE	V	out4019	54859	14487	1.0563
DELIMINATE	V	out1338	61964	16359	1.05603
DELIMINATE	V	out984	65305	17240	1.05596
DELIMINATE	B	out2688	59848	15799	1.05594
DELIMINATE	V	out3076	57569	15191	1.05549
DELIMINATE	V	out3329	52615	13879	1.05513
DELIMINATE	V	out4657	53223	14039	1.0551
DELIMINATE	V	out3508	56136	14807	1.05508
DELIMINATE	V	out3437	50930	13431	1.05485
DELIMINATE	V	out1238	59436	15671	1.05464
DELIMINATE	V	out4580	53797	14183	1.05455
DELIMINATE	V	out2972	50601	13335	1.05412
DELIMINATE	V	out3010	51878	13671	1.05408
DELIMINATE	V	out1691	58567	15431	1.0539
DELIMINATE	V	out1185	50189	13223	1.05385
DELIMINATE	V	out838	60582	15959	1.05371
DELIMINATE	V	out1113	60716	15991	1.05349
DELIMINATE	V	out1763	50585	13319	1.05319
DELIMINATE	V	out3764	49979	13159	1.05316
DELIMINATE	V	out3863	61284	16135	1.05312
DELIMINATE	V	out1096	61674	16231	1.05269
DELIMINATE	V	out4639	50672	13335	1.05265
DELIMINATE	V	out1090	61681	16231	1.05257
DELIMINATE	V	out299	60351	15879	1.05244
DELIMINATE	V	out839	60780	15991	1.05238
DELIMINATE	V	out1142	52948	13927	1.05212
DELIMINATE	V	out1895	54545	14343	1.05182
DELIMINATE	V	out3909	61447	16151	1.05137
DELIMINATE	V	out4722	61156	16071	1.05114
DELIMINATE	V	out1279	51197	13447	1.0506
DELIMINATE	V	out4418	59545	15639	1.05056
DELIMINATE	V	out3456	61876	16247	1.05029
DELIMINATE	V	out3576	51643	13559	1.05021
DELIMINATE	V	out3941	61821	16231	1.05019
DELIMINATE	F	out188	69215	18168	1.04994
DELIMINATE	V	out2716	53678	14087	1.04974
DELIMINATE	V	out836	62167	16311	1.04949
DELIMINATE	V	out992	61802	16215	1.04948
DELIMINATE	V	out3877	57487	15079	1.04921
DELIMINATE	V	out1031	63663	16696	1.04902
DELIMINATE	V	out4362	64360	16872	1.0486
DELIMINATE	V	out3355	51544	13511	1.0485
DELIMINATE	F	out182	74321	19480	1.04842
DELIMINATE	V	out2865	55943	14663	1.04842
DELIMINATE	V	out1039	51614	13527	1.04832
DELIMINATE	V	out2708	50408	13207	1.048
DELIMINATE	V	out509	50970	13351	1.04775
DELIMINATE	V	out1176	50488	13223	1.04761
DELIMINATE	V	out3736	54826	14359	1.0476
DELIMINATE	V	out1487	57282	14999	1.04737
DELIMINATE	V	out3103	60156	15751	1.04734
DELIMINATE	V	out3463	51480	13479	1.04731
DELIMINATE	V	out2650	63649	16663	1.04718
DELIMINATE	V	out3917	60104	15735	1.04718
DELIMINATE	B	out422	59623	15607	1.04704
DELIMINATE	V	out3197	53093	13895	1.04684
DELIMINATE	V	out1391	64532	16888	1.04679
DELIMINATE	V	out1131	53771	14071	1.04673
DELIMINATE	V	out1321	63804	16696	1.0467
DELIMINATE	V	out1140	51786	13543	1.04607
DELIMINATE	V	out3516	60364	15783	1.04585
DELIMINATE	V	out3348	52110	13623	1.04571
DELIMINATE	V	out3351	53157	13895	1.04558
DELIMINATE	V	out1339	61854	16167	1.04549
DELIMINATE	V	out1002	55148	14407	1.04496
DELIMINATE	V	out2036	52946	13831	1.04491
DELIMINATE	V	out2572	60483	15799	1.04485
DELIMINATE	V	out317	61527	16071	1.0448
DELIMINATE	V	out200	60430	15783	1.04471
DELIMINATE	V	out3359	53692	14023	1.04469
DELIMINATE	V	out263	52161	13623	1.04468
DELIMINATE	B	out264	52899	13815	1.04463
DELIMINATE	V	out390	59457	15527	1.04458
DELIMINATE	V	out1012	52965	13831	1.04453
DELIMINATE	V	out1998	56887	14855	1.04452
DELIMINATE	F	out36	58362	15239	1.04444
DELIMINATE	V	out3039	67315	17576	1.0444
DELIMINATE	V	out3439	50219	13111	1.0443
DELIMINATE	V	out3211	55307	14439	1.04428
DELIMINATE	V	out3347	52924	13815	1.04413
DELIMINATE	V	out3255	53792	14039	1.04394
DELIMINATE	V	out3517	60660	15831	1.04391
DELIMINATE	V	out3145	56066	14631	1.04384
DELIMINATE	V	out3532	54183	14135	1.0435
DELIMINATE	V	out1207	53202	13879	1.04349
DELIMINATE	V	out3380	53090	13847	1.04328
DELIMINATE	V	out770	61129	15943	1.04323
DELIMINATE	V	out2965	51130	13335	1.04322
DELIMINATE	V	out3189	55247	14407	1.04309
DELIMINATE	V	out4018	70471	18376	1.04303
DELIMINATE	V	out1991	53915	14055	1.04275
DELIMINATE	V	out2647	67869	17688	1.04247
DELIMINATE	V	out608	57371	14951	1.0424
DELIMINATE	V	out3070	56579	14743	1.04229
DELIMINATE	V	out5255	57138	14887	1.04217
DELIMINATE	V	out5532	62609	16311	1.04208
DELIMINATE	V	out2112	50344	13111	1.04171
DELIMINATE	V	out2099	54463	14183	1.04166
DELIMINATE	V	out4937	63686	16583	1.04154
DELIMINATE	V	out709	58895	15335	1.04151
DELIMINATE	V	out3478	55150	14359	1.04145
DELIMINATE	V	out4342	50252	13079	1.04107
DELIMINATE	V	out937	67103	17464	1.04102
DELIMINATE	V	out4084	53281	13863	1.04074
DELIMINATE	V	out3301	53099	13815	1.04069
DELIMINATE	V	out4478	66758	17368	1.04065
DELIMINATE	V	out1214	54211	14103	1.0406
DELIMINATE	V	out1819	67196	17480	1.04053
DELIMINATE	V	out4139	63625	16551	1.04053
DELIMINATE	V	out3965	61108	15895	1.04045
DELIMINATE	V	out1139	55942	14551	1.04043
DELIMINATE	B	out2411	53667	13959	1.04041
DELIMINATE	B	out1841	74036	19256	1.04035
DELIMINATE	V	out3173	52627	13687	1.0403
DELIMINATE	V	out4141	73425	19096	1.04029
DELIMINATE	V	out3548	53428	13895	1.04027
DELIMINATE	V	out3761	65121	16936	1.04027
DELIMINATE	V	out3910	67278	17496	1.04022
DELIMINATE	V	out3194	53994	14039	1.04004
DELIMINATE	V	out307	55595	14455	1.04002
DELIMINATE	V	out1995	52274	13591	1.03998
DELIMINATE	V	out1160	52894	13751	1.03989
DELIMINATE	V	out1324	51294	13335	1.03988
DELIMINATE	V	out195	50745	13191	1.03978
DELIMINATE	V	out1177	56472	14679	1.03973
DELIMINATE	V	out4486	65403	17000	1.0397
DELIMINATE	V	out4492	52415	13623	1.03962
DELIMINATE	V	out3074	50880	13223	1.03954
DELIMINATE	V	out2961	57656	14983	1.03947
DELIMINATE	V	out3216	71575	18600	1.03946
DELIMINATE	V	out4747	57722	14999	1.03939
DELIMINATE	V	out5674	51756	13447	1.03926
DELIMINATE	V	out5259	51698	13431	1.03918
DELIMINATE	V	out3004	51391	13351	1.03917
DELIMINATE	V	out1135	54040	14039	1.03915
DELIMINATE	V	out2458	51330	13335	1.03915
DELIMINATE	V	out1198	51395	13351	1.03908
DELIMINATE	V	out337	54236	14087	1.03894
DELIMINATE	V	out3904	67116	17432	1.03891
DELIMINATE	V	out3552	57140	14839	1.03878
DELIMINATE	V	out3205	52213	13559	1.03874
DELIMINATE	V	out3081	52584	13655	1.03871
DELIMINATE	V	out1341	57144	14839	1.0387
DELIMINATE	V	out1823	67315	17480	1.03869
DELIMINATE	V	out3480	53325	13847	1.03868
DELIMINATE	V	out1251	57701	14983	1.03866
DELIMINATE	B	out1840	74530	19352	1.03861
DELIMINATE	V	out4799	67012	17400	1.03861
DELIMINATE	V	out5235	58819	15271	1.0385
DELIMINATE	V	out4479	67392	17496	1.03846
DELIMINATE	V	out3507	59196	15367	1.03838
DELIMINATE	V	out4745	52849	13719	1.03835
DELIMINATE	V	out3485	71724	18616	1.0382
DELIMINATE	V	out4485	67536	17528	1.03814
DELIMINATE	V	out3554	52860	13719	1.03813
DELIMINATE	V	out3201	51875	13463	1.03811
DELIMINATE	V	out1129	76295	19800	1.03807
DELIMINATE	V	out3199	51631	13399	1.03805
DELIMINATE	V	out4601	52065	13511	1.03801
DELIMINATE	V	out4482	67237	17448	1.03799
DELIMINATE	V	out1218	58173	15095	1.03793
DELIMINATE	V	out2103	55830	14487	1.03793
DELIMINATE	V	out4600	53059	13767	1.03786
DELIMINATE	V	out1021	77422	20088	1.03784
DELIMINATE	V	out1152	51951	13479	1.03782
DELIMINATE	V	out3207	53186	13799	1.03779
DELIMINATE	V	out1174	53742	13943	1.03777
DELIMINATE	V	out3139	52940	13735	1.03777
DELIMINATE	V	out3135	51462	13351	1.03773
DELIMINATE	V	out1258	52203	13543	1.03771
DELIMINATE	V	out1015	77129	20008	1.03763
DELIMINATE	V	out3549	50667	13143	1.03759
DELIMINATE	V	out741	52148	13527	1.03758
DELIMINATE	V	out3353	53204	13799	1.03744
DELIMINATE	V	out3257	52032	13495	1.03743
DELIMINATE	V	out3112	58266	15111	1.03738
DELIMINATE	V	out3350	53641	13911	1.03734
DELIMINATE	V	out742	53456	13863	1.03733
DELIMINATE	V	out1247	51671	13399	1.03725
DELIMINATE	V	out3254	52041	13495	1.03725
DELIMINATE	V	out3252	52597	13639	1.03724
DELIMINATE	V	out3794	79936	20728	1.03722
DELIMINATE	V	out1022	52290	13559	1.03721
DELIMINATE	V	out3476	52907	13719	1.03721
DELIMINATE	V	out1985	52170	13527	1.03714
DELIMINATE	V	out3079	52170	13527	1.03714
DELIMINATE	V	out1273	51554	13367	1.03712
DELIMINATE	V	out1237	58653	15207	1.03708
DELIMINATE	V	out933	67111	17400	1.03708
DELIMINATE	V	out949	57542	14919	1.03708
DELIMINATE	V	out388	53533	13879	1.03704
DELIMINATE	V	out3250	58658	15207	1.03699
DELIMINATE	V	out1100	74529	19320	1.03691
DELIMINATE	V	out5457	58294	15111	1.03688
DELIMINATE	V	out3180	70337	18232	1.03683
DELIMINATE	V	out1225	52866	13703	1.03681
DELIMINATE	V	out409	53545	13879	1.03681
DELIMINATE	V	out4741	57558	14919	1.03679
DELIMINATE	V	out2102	57929	15015	1.03678
